strategy,ticker,entry_date,regime,trend_ok,vol_compressed,rv_ratio,rv_rank,days_held,exit_reason,underlying_ret_pct,mfe_pct,mae_pct,opt_ret_revert,opt_ret_frozen,opt_ret_crush
random,MSTR,2020-05-27,2020_covid,False,False,0.5932,0.6746,15,max_hold,-3.4668,3.2769,8.9125,-0.8132,-0.8868,-0.933
random,MSTR,2020-06-25,2020_covid,False,False,0.6689,0.6865,6,trailing_ema_exit,3.0923,5.394,0.246,0.2357,0.1336,0.0098
random,MSTR,2020-07-29,2020_covid,False,True,0.5443,0.3214,10,target_hit,8.0,17.2917,4.3068,2.1797,2.1217,2.1046
random,MSTR,2020-09-10,2020_covid,True,False,1.0289,0.6905,4,target_hit,8.0,10.0692,2.0322,1.0142,1.0865,0.9916
random,MSTR,2020-09-24,2020_covid,True,False,1.5218,0.9167,11,target_hit,8.0,11.813,1.8863,0.079,0.2446,0.1453
random,MSTR,2020-10-23,2020_covid,True,False,0.86,0.6071,4,stop_hit,-10.0,2.0353,11.8241,-0.9019,-0.8912,-0.9451
random,MSTR,2020-12-03,2020_covid,True,False,1.4636,0.9286,4,stop_hit,-10.0,6.674,12.1187,-0.7831,-0.6033,-0.7173
random,MSTR,2020-12-17,2020_covid,True,False,1.6153,0.9881,2,stop_hit,-10.0,0.4143,10.5389,-0.7355,-0.5018,-0.6342
random,MSTR,2021-01-13,2021_bull,True,False,1.0657,0.8175,2,target_hit,8.0,26.1358,1.6756,0.2597,0.3931,0.2365
random,MSTR,2021-02-02,2021_bull,True,False,1.3508,0.9722,2,target_hit,8.0,15.9721,1.8215,0.0103,0.2561,0.0862
random,MSTR,2021-03-03,2021_bull,True,False,1.6031,0.996,2,stop_hit,-10.0,2.0748,21.9729,-0.6652,-0.388,-0.5455
random,MSTR,2021-04-12,2021_bull,True,False,0.5776,0.631,2,target_hit,8.0,18.3354,4.1268,0.689,0.4544,0.3025
random,MSTR,2021-04-29,2021_bull,True,False,0.8083,0.7381,6,stop_hit,-10.0,1.5038,11.7278,-0.6097,-0.6149,-0.7255
random,MSTR,2021-07-27,2021_bull,True,False,1.1965,0.7857,8,target_hit,8.0,9.933,8.8316,-0.0951,0.0664,-0.0729
random,MSTR,2021-08-27,2021_bull,True,True,0.676,0.1905,10,stop_hit,-10.0,4.7405,12.5046,-0.8217,-0.8707,-0.9251
random,MSTR,2021-10-28,2021_bull,True,True,0.6739,0.0317,4,target_hit,8.0,15.373,5.1486,0.8461,0.7495,0.6317
random,MSTR,2021-11-19,2021_bull,True,True,0.8026,0.2222,5,stop_hit,-10.0,0.5278,10.8989,-0.7755,-0.7816,-0.8622
random,MSTR,2022-01-11,2022_bear,False,False,1.0009,0.2659,2,target_hit,8.0,9.886,1.6857,0.5605,0.6532,0.5154
random,MSTR,2022-02-04,2022_bear,False,False,1.3803,0.6468,1,target_hit,8.0,16.968,0.2993,0.1293,0.3794,0.2118
random,MSTR,2022-03-01,2022_bear,False,False,1.2129,0.6548,4,stop_hit,-10.0,1.7049,12.4828,-0.7431,-0.6093,-0.7223
random,MSTR,2022-03-22,2022_bear,False,False,1.108,0.6587,4,target_hit,8.0,9.7232,0.702,0.1546,0.2974,0.1485
random,MSTR,2022-04-21,2022_bear,False,True,0.7846,0.3849,2,stop_hit,-10.0,2.3535,11.5006,-0.6583,-0.6755,-0.7798
random,MSTR,2022-06-10,2022_bear,False,False,1.1037,0.9127,2,stop_hit,-10.0,0.9297,32.0874,-0.6005,-0.4692,-0.6075
random,MSTR,2022-06-29,2022_bear,False,False,1.2093,0.9087,3,stop_hit,-10.0,2.1797,10.4881,-0.6214,-0.454,-0.5958
random,MSTR,2022-07-14,2022_bear,False,False,0.8486,0.7857,2,target_hit,8.0,10.8128,3.3163,0.2432,0.2652,0.0972
random,MSTR,2022-08-10,2022_bear,False,False,0.7371,0.6746,8,stop_hit,-10.0,4.3141,18.8012,-0.644,-0.6848,-0.7812
random,MSTR,2022-09-02,2022_bear,False,True,0.523,0.4444,2,stop_hit,-4.8839,0.7298,10.2609,-0.1196,-0.4085,-0.5446
random,MSTR,2022-09-29,2022_bear,False,False,0.792,0.5714,4,target_hit,8.0,16.2754,4.0607,0.3156,0.2975,0.1494
random,MSTR,2022-11-14,2022_bear,False,False,1.346,0.8373,1,stop_hit,-3.0,4.5473,4.0628,-0.4335,-0.195,-0.3613
random,MSTR,2022-11-23,2022_bear,False,False,1.2497,0.7897,2,target_hit,8.0,8.6376,1.3298,-0.0002,0.2193,0.046
random,MSTR,2022-12-08,2022_bear,False,False,1.0817,0.6349,4,target_hit,8.0,8.9152,2.1954,0.0926,0.2303,0.0762
random,MSTR,2023-01-05,2023_24_recov,False,True,0.8344,0.2857,3,target_hit,8.0,13.2864,8.3717,0.3883,0.399,0.2491
random,MSTR,2023-01-19,2023_24_recov,False,False,0.963,0.5357,2,target_hit,8.0,11.5791,1.0518,0.2526,0.341,0.1807
random,MSTR,2023-02-09,2023_24_recov,True,True,0.7531,0.119,1,stop_hit,-10.0,0.5797,11.025,-0.5729,-0.6116,-0.7283
random,MSTR,2023-03-06,2023_24_recov,True,True,0.7793,0.1706,4,stop_hit,-10.0,1.0788,15.7369,-0.6581,-0.6776,-0.7794
random,MSTR,2023-05-01,2023_24_recov,True,True,0.7806,0.0476,9,stop_hit,-10.0,4.0406,11.0125,-0.804,-0.8172,-0.8859
random,MSTR,2023-07-06,2023_24_recov,True,True,0.8318,0.0873,4,target_hit,8.0,9.0412,4.8845,0.4516,0.4599,0.3235
random,MSTR,2023-07-20,2023_24_recov,True,True,0.8353,0.1071,10,stop_hit,-10.0,1.34,11.8692,-0.8382,-0.833,-0.8972
random,MSTR,2023-10-06,2023_24_recov,True,True,0.631,0.0278,3,target_hit,8.0,8.2719,0.2594,1.2552,1.1326,1.0296
random,MSTR,2023-11-02,2023_24_recov,True,False,1.0726,0.254,5,target_hit,8.0,8.6542,3.7414,0.4061,0.5173,0.3897
random,MSTR,2023-11-17,2023_24_recov,True,False,1.1708,0.3849,9,stop_hit,0.0,6.9299,2.3485,-0.4792,-0.3526,-0.4673
random,MSTR,2024-01-10,2023_24_recov,True,False,1.3494,0.6667,3,stop_hit,-10.0,7.821,15.1196,-0.7819,-0.6231,-0.7353
random,MSTR,2024-01-25,2023_24_recov,True,False,1.2746,0.6746,2,target_hit,8.0,10.7512,1.4216,0.2308,0.4318,0.2784
random,MSTR,2024-02-23,2023_24_recov,True,False,1.2652,0.9286,2,target_hit,8.0,15.871,2.9971,0.1375,0.3456,0.1849
random,MSTR,2024-03-22,2023_24_recov,True,False,1.5941,0.9921,2,target_hit,8.0,23.2665,1.9737,-0.1894,0.1455,-0.0418
random,MSTR,2024-04-10,2023_24_recov,True,False,1.181,0.9127,1,target_hit,8.0,12.8649,0.9896,0.0475,0.254,0.0708
random,MSTR,2024-05-29,2023_24_recov,True,False,0.9842,0.881,3,stop_hit,-10.0,3.9388,12.6061,-0.5844,-0.5021,-0.634
random,MSTR,2024-06-20,2023_24_recov,True,False,0.5193,0.4683,3,stop_hit,-10.0,1.5842,10.564,-0.4469,-0.6859,-0.7874
random,MSTR,2024-07-11,2023_24_recov,True,False,0.5732,0.504,3,target_hit,8.0,17.4069,5.144,0.7386,0.5096,0.3664
random,MSTR,2024-07-31,2023_24_recov,True,False,0.8984,0.6508,3,stop_hit,-10.0,2.3675,13.908,-0.6252,-0.5857,-0.7038
random,MSTR,2024-08-19,2023_24_recov,True,False,0.8651,0.5357,5,target_hit,8.0,13.5453,2.2962,0.3047,0.3328,0.1918
random,MSTR,2024-09-05,2023_24_recov,True,False,0.8997,0.5198,6,target_hit,8.0,9.6036,7.0781,0.253,0.299,0.1609
random,MSTR,2024-11-06,2023_24_recov,True,False,1.084,0.6071,4,target_hit,8.0,35.2808,6.6577,0.1606,0.295,0.1455
random,MSTR,2024-11-21,2023_24_recov,True,False,1.2424,0.8492,1,stop_hit,-10.0,1.3759,30.5789,-0.6282,-0.4526,-0.5937
random,MSTR,2024-12-03,2023_24_recov,True,False,1.4523,0.9087,2,target_hit,8.0,11.4503,1.4082,-0.1091,0.1808,-0.0
random,PLTR,2021-08-12,2021_bull,False,,0.6981,,13,target_hit,8.0,8.7935,3.5378,0.9963,0.9667,0.9279
random,PLTR,2021-10-08,2021_bull,False,,1.2146,,13,target_hit,8.0,12.1123,3.1433,0.1973,0.2879,0.2116
random,PLTR,2021-11-12,2021_bull,False,False,1.1071,0.3571,5,stop_hit,-3.0,2.172,7.2893,-0.557,-0.4384,-0.5623
random,PLTR,2021-12-22,2021_bull,False,False,1.0146,0.3373,11,stop_hit,-10.0,4.2896,13.9142,-0.9516,-0.922,-0.9619
random,PLTR,2022-01-21,2022_bear,False,True,0.8326,0.1627,2,stop_hit,-5.4946,1.6,17.5439,-0.6216,-0.6143,-0.7268
random,PLTR,2022-02-11,2022_bear,False,False,1.3564,0.8611,5,stop_hit,-10.0,6.0223,13.0112,-0.8562,-0.7248,-0.8177
random,PLTR,2022-03-09,2022_bear,False,False,1.4698,0.9524,7,target_hit,8.0,8.4137,9.9912,-0.0563,0.1634,0.028
random,PLTR,2022-04-14,2022_bear,False,False,0.8263,0.6468,2,stop_hit,-7.3895,0.0,8.0495,-0.6138,-0.6096,-0.7237
random,PLTR,2022-05-03,2022_bear,False,False,0.9174,0.7659,2,stop_hit,-3.0,2.9935,5.7063,-0.3902,-0.3346,-0.4742
random,PLTR,2022-06-03,2022_bear,False,False,1.4401,1.0,7,stop_hit,-10.0,4.2035,17.0354,-0.7892,-0.6191,-0.7289
random,PLTR,2022-06-24,2022_bear,False,False,0.8607,0.7976,8,target_hit,8.0,8.1847,8.4995,0.2152,0.2377,0.1144
random,PLTR,2022-08-08,2022_bear,False,False,0.7162,0.5278,6,trailing_ema_exit,1.433,6.4483,7.7789,-0.0626,-0.1316,-0.2638
random,PLTR,2022-08-30,2022_bear,False,False,0.8866,0.7024,1,stop_hit,-3.0,0.5675,3.1526,-0.3161,-0.2737,-0.4227
random,PLTR,2022-09-13,2022_bear,False,True,0.5609,0.2183,7,trailing_ema_exit,0.7864,6.1599,3.9319,-0.0201,-0.2246,-0.3463
random,PLTR,2022-11-11,2022_bear,False,False,1.1881,0.6627,1,target_hit,8.0,12.5668,1.4037,0.3159,0.4926,0.3376
random,PLTR,2022-11-22,2022_bear,False,False,1.2279,0.7302,7,target_hit,8.0,9.7493,2.7855,0.0919,0.2475,0.1201
random,PLTR,2022-12-14,2022_bear,False,True,0.8276,0.2857,4,stop_hit,-10.0,1.3333,15.7333,-0.8105,-0.807,-0.8853
random,PLTR,2022-12-30,2022_bear,False,False,1.0065,0.3175,7,target_hit,8.0,8.5622,1.6155,0.4063,0.4826,0.3723
random,PLTR,2023-01-23,2023_24_recov,False,True,0.7872,0.0397,5,target_hit,8.0,9.9573,4.8364,0.7894,0.7734,0.667
random,PLTR,2023-02-15,2023_24_recov,True,False,1.3753,0.8571,1,target_hit,8.0,11.6812,0.5459,0.1229,0.3696,0.2033
random,PLTR,2023-03-06,2023_24_recov,True,False,1.3538,0.8532,5,stop_hit,-10.0,2.8777,12.7098,-0.7846,-0.628,-0.7379
random,PLTR,2023-03-23,2023_24_recov,True,True,0.7153,0.1825,15,max_hold,3.125,5.649,6.3702,-0.2638,-0.3031,-0.377
random,PLTR,2023-04-24,2023_24_recov,True,True,0.6265,0.0278,9,stop_hit,-10.0,1.1029,10.7843,-0.9023,-0.9533,-0.9867
random,PLTR,2023-05-24,2023_24_recov,True,False,1.2562,0.881,2,target_hit,8.0,9.7095,1.9087,0.1264,0.331,0.1709
random,PLTR,2023-06-20,2023_24_recov,True,True,0.7413,0.4167,2,stop_hit,-10.0,5.6285,10.1313,-0.6988,-0.7371,-0.8306
random,PLTR,2023-07-20,2023_24_recov,True,True,0.8456,0.4286,8,target_hit,8.0,13.9966,8.7799,0.5162,0.529,0.4244
random,PLTR,2023-08-25,2023_24_recov,True,False,1.1756,0.8651,3,target_hit,8.0,10.5375,0.9194,0.184,0.3548,0.2015
random,PLTR,2023-09-11,2023_24_recov,True,False,0.8618,0.5992,9,stop_hit,-10.0,4.8021,11.2265,-0.8472,-0.8343,-0.8997
random,PLTR,2023-10-03,2023_24_recov,True,True,0.7163,0.131,5,target_hit,8.0,14.2217,5.0609,0.8618,0.8028,0.6951
random,PLTR,2023-10-23,2023_24_recov,True,False,0.9527,0.5278,6,stop_hit,-6.2041,6.478,8.4277,-0.6813,-0.6258,-0.7315
random,PLTR,2023-12-04,2023_24_recov,True,True,0.7287,0.2143,3,stop_hit,-10.0,0.7595,13.6709,-0.7365,-0.7782,-0.8623
random,PLTR,2023-12-20,2023_24_recov,True,True,0.8561,0.3214,9,stop_hit,-10.0,0.2798,10.4085,-0.8858,-0.8761,-0.9309
random,PLTR,2024-02-27,2023_24_recov,True,False,1.4889,0.9881,4,target_hit,8.0,8.1229,0.1684,-0.0502,0.2082,0.0517
random,PLTR,2024-03-15,2023_24_recov,True,True,0.8029,0.3452,11,trailing_ema_exit,-4.1509,6.8344,6.0797,-0.6786,-0.6848,-0.7717
random,PLTR,2024-04-12,2023_24_recov,True,True,0.539,0.0397,6,stop_hit,-10.0,2.2026,10.4405,-0.8122,-0.925,-0.9664
random,PLTR,2024-05-20,2023_24_recov,True,False,1.0605,0.6825,13,target_hit,8.0,10.0138,5.2366,0.0217,0.0964,0.0076
random,PLTR,2024-06-24,2023_24_recov,True,True,0.9074,0.246,4,target_hit,8.0,8.3618,0.5973,0.7244,0.7669,0.6513
random,PLTR,2024-07-26,2023_24_recov,True,True,0.9028,0.246,6,stop_hit,-9.7905,2.963,12.037,-0.8787,-0.8556,-0.9183
random,PLTR,2024-08-13,2023_24_recov,True,False,1.2386,0.6984,4,target_hit,8.0,9.9399,0.7687,0.2899,0.459,0.3227
random,PLTR,2024-09-18,2023_24_recov,True,False,1.07,0.4603,12,target_hit,8.0,9.4429,0.5293,0.3552,0.4207,0.3453
random,PLTR,2024-11-12,2023_24_recov,True,False,1.4202,0.9127,4,target_hit,8.0,11.8455,0.8134,0.1008,0.3277,0.1813
random,PLTR,2024-12-09,2023_24_recov,True,False,0.9687,0.6825,1,stop_hit,-10.0,0.4095,11.8268,-0.726,-0.6632,-0.7711
random,CRWD,2020-05-07,2020_covid,True,,0.6405,,4,target_hit,8.0,8.9595,0.4595,0.8653,0.7405,0.6236
random,CRWD,2020-06-04,2020_covid,True,,0.693,,11,target_hit,8.0,8.1078,5.6882,0.501,0.4403,0.3533
random,CRWD,2020-06-29,2020_covid,True,,0.7282,,5,target_hit,8.0,9.9328,5.6029,0.6175,0.5599,0.4356
random,CRWD,2020-07-21,2020_covid,True,True,0.8103,0.4444,4,stop_hit,-10.0,0.0277,10.4943,-0.7383,-0.7417,-0.8317
random,CRWD,2020-08-12,2020_covid,True,False,1.012,0.3849,5,target_hit,8.0,9.1674,1.3994,0.5392,0.624,0.5041
random,CRWD,2020-10-13,2020_covid,True,True,0.6862,0.0516,8,stop_hit,-10.0,4.6369,10.4977,-0.9043,-0.9365,-0.9717
random,CRWD,2020-11-25,2020_covid,True,False,1.1982,0.7579,6,target_hit,8.0,10.5,7.84,0.2928,0.4407,0.3132
random,CRWD,2020-12-21,2020_covid,True,False,1.1967,0.881,2,target_hit,8.0,11.6248,0.2176,0.3151,0.4879,0.3387
random,CRWD,2021-01-11,2021_bull,True,False,1.0235,0.6786,11,trailing_ema_exit,-7.5341,6.6577,7.8873,-0.8427,-0.7889,-0.8609
random,CRWD,2021-02-23,2021_bull,True,True,0.754,0.2183,1,stop_hit,-3.0,3.7926,6.1733,-0.318,-0.3618,-0.5005
random,CRWD,2021-03-04,2021_bull,True,True,0.7437,0.2063,2,stop_hit,-10.0,1.7516,17.6376,-0.7774,-0.8088,-0.8856
random,CRWD,2021-03-23,2021_bull,True,False,1.2345,0.9127,3,stop_hit,-10.0,1.078,10.8103,-0.7683,-0.6329,-0.7435
random,CRWD,2021-04-06,2021_bull,True,False,1.0891,0.7262,3,target_hit,8.0,9.4792,0.4072,0.3888,0.5187,0.3765
random,CRWD,2021-04-23,2021_bull,True,True,0.748,0.1786,8,stop_hit,-10.0,3.5033,12.824,-0.8887,-0.9071,-0.9523
random,CRWD,2021-06-25,2021_bull,True,True,0.8852,0.3929,14,trailing_ema_exit,-2.2353,5.8392,3.7098,-0.7431,-0.7231,-0.7942
random,CRWD,2021-07-26,2021_bull,True,True,0.6522,0.0119,13,stop_hit,-10.0,0.2878,12.5953,-0.9905,-0.9981,-1.0
random,CRWD,2021-09-02,2021_bull,True,False,1.1748,0.5754,15,max_hold,-3.6584,2.7732,8.7677,-0.8892,-0.8276,-0.8833
random,CRWD,2021-10-25,2021_bull,True,False,1.1258,0.5317,15,max_hold,0.1056,5.0986,7.3134,-0.6554,-0.5798,-0.6553
random,CRWD,2021-11-24,2021_bull,False,False,1.3317,0.7857,3,stop_hit,-3.4126,2.9002,3.7493,-0.567,-0.3772,-0.512
random,CRWD,2021-12-14,2021_bull,False,False,1.3452,0.8254,8,target_hit,8.0,8.1174,2.542,0.198,0.3641,0.2475
random,CRWD,2022-01-04,2022_bear,False,False,0.895,0.4524,2,stop_hit,-7.8461,0.7938,8.6273,-0.7536,-0.7224,-0.8176
random,CRWD,2022-01-27,2022_bear,False,False,1.0024,0.746,3,target_hit,8.0,10.1852,4.8977,0.6362,0.7235,0.595
random,CRWD,2022-02-09,2022_bear,False,False,1.0811,0.8095,8,trailing_ema_exit,-9.4289,6.2493,9.8737,-0.8728,-0.8081,-0.88
random,CRWD,2022-03-18,2022_bear,False,False,1.4298,1.0,3,target_hit,8.0,9.003,3.0258,0.0587,0.3074,0.1487
random,CRWD,2022-04-06,2022_bear,False,False,0.9683,0.8413,5,target_hit,8.0,11.1248,2.5102,0.4349,0.5082,0.38
random,CRWD,2022-04-25,2022_bear,False,False,0.748,0.5992,6,trailing_ema_exit,0.3993,6.7344,3.0911,-0.1462,-0.1908,-0.3204
random,CRWD,2022-05-31,2022_bear,False,False,1.3826,1.0,6,target_hit,8.0,8.5457,5.6812,-0.0578,0.1651,0.0161
random,CRWD,2022-07-11,2022_bear,False,False,0.8321,0.6825,3,stop_hit,-10.0,1.1755,10.4585,-0.6956,-0.6891,-0.7902
random,CRWD,2022-08-12,2022_bear,True,True,0.7013,0.4206,14,stop_hit,-10.0,0.33,12.1256,-0.9518,-0.9679,-0.9872
random,CRWD,2022-10-03,2022_bear,False,True,0.8196,0.2262,4,target_hit,8.0,9.128,1.6444,0.7757,0.7764,0.6607
random,CRWD,2022-11-04,2022_bear,False,False,1.0325,0.373,1,stop_hit,-6.0009,0.149,10.315,-0.6248,-0.5286,-0.6542
random,CRWD,2022-11-25,2022_bear,False,False,1.3396,0.7817,4,stop_hit,-10.0,1.0869,22.138,-0.8217,-0.6807,-0.7818
random,CRWD,2022-12-21,2022_bear,False,False,1.1975,0.6468,10,stop_hit,-10.0,0.2573,13.1615,-0.9034,-0.8284,-0.8939
random,CRWD,2023-02-15,2023_24_recov,False,True,0.8552,0.373,12,target_hit,8.0,8.9195,5.3552,0.4275,0.4397,0.3657
random,CRWD,2023-03-22,2023_24_recov,False,True,0.7052,0.0079,15,max_hold,-0.5158,2.1887,8.8423,-0.5985,-0.6416,-0.7143
random,CRWD,2023-05-02,2023_24_recov,False,True,0.9568,0.1468,5,target_hit,8.0,11.7578,2.7166,0.7802,0.8379,0.7312
random,CRWD,2023-05-19,2023_24_recov,True,False,1.1512,0.5675,6,target_hit,8.0,10.8169,0.2452,0.5238,0.6445,0.5305
random,CRWD,2023-06-27,2023_24_recov,True,True,0.9216,0.0952,11,target_hit,8.0,8.0286,2.1896,0.8138,0.8412,0.7777
random,CRWD,2023-08-10,2023_24_recov,True,False,1.1419,0.5992,12,trailing_ema_exit,1.5134,5.565,4.6352,-0.4193,-0.3184,-0.4155
random,CRWD,2023-09-14,2023_24_recov,True,False,1.1308,0.6071,15,max_hold,-3.1296,1.5707,6.9442,-0.8615,-0.8008,-0.8607
random,CRWD,2023-10-30,2023_24_recov,True,False,1.0065,0.3373,5,target_hit,8.0,8.0985,1.6707,0.8684,0.9387,0.8377
random,CRWD,2023-12-05,2023_24_recov,True,True,0.9562,0.377,7,target_hit,8.0,8.2664,0.2701,0.8747,0.9221,0.835
random,CRWD,2023-12-27,2023_24_recov,True,False,1.0,0.2579,10,target_hit,8.0,9.3121,7.6104,0.9115,0.9552,0.8916
random,CRWD,2024-02-08,2023_24_recov,True,False,1.0083,0.2143,8,stop_hit,0.0,6.8653,4.6446,-0.3771,-0.2965,-0.413
random,CRWD,2024-03-18,2023_24_recov,True,False,1.5277,0.996,15,max_hold,-1.6613,4.6422,3.1815,-0.8147,-0.6935,-0.7655
random,CRWD,2024-04-24,2023_24_recov,True,True,0.7687,0.1627,15,target_hit,8.0,8.9559,5.168,1.0602,1.0546,1.0358
random,CRWD,2024-05-31,2023_24_recov,True,False,1.054,0.7659,1,stop_hit,-4.2711,0.003,7.0536,-0.551,-0.4412,-0.5746
random,CRWD,2024-07-01,2023_24_recov,True,False,1.0573,0.8373,13,stop_hit,-10.0,3.3864,12.7025,-0.9702,-0.9458,-0.9743
random,CRWD,2024-08-06,2023_24_recov,False,False,1.329,0.9921,6,target_hit,8.0,8.1585,3.7491,0.2021,0.3865,0.255
random,CRWD,2024-09-03,2023_24_recov,False,True,0.5768,0.2063,4,stop_hit,-10.0,0.6273,11.346,-0.8429,-0.9285,-0.9673
random,CRWD,2024-09-24,2023_24_recov,False,False,0.8081,0.6865,14,target_hit,8.0,9.3933,7.535,0.5144,0.512,0.4634
random,CRWD,2024-11-01,2023_24_recov,False,False,0.7393,0.5437,4,target_hit,8.0,9.3918,0.5762,1.1051,1.0639,0.9652
random,BABA,2019-01-10,2019_pre_covid,False,False,1.0092,0.8413,14,target_hit,8.0,12.0352,2.1828,0.5348,0.5676,0.5218
random,BABA,2019-02-13,2019_pre_covid,False,True,0.7496,0.4325,8,target_hit,8.0,8.1278,2.6485,1.2481,1.2233,1.1575
random,BABA,2019-04-22,2019_pre_covid,True,True,0.8129,0.2063,12,stop_hit,0.0,6.0813,2.6396,-0.4557,-0.4579,-0.5499
random,BABA,2019-05-28,2019_pre_covid,False,False,1.2522,0.746,2,stop_hit,-3.0,0.4284,3.6381,-0.5943,-0.4298,-0.5597
random,BABA,2019-07-18,2019_pre_covid,True,True,0.8039,0.0516,13,stop_hit,-9.2859,3.731,12.433,-0.9999,-1.0,-1.0
random,BABA,2019-08-23,2019_pre_covid,True,False,1.2438,0.7857,15,max_hold,5.5867,6.3704,3.4528,0.1831,0.2458,0.1948
random,BABA,2019-11-06,2019_pre_covid,True,True,0.9402,0.381,15,max_hold,6.04,6.2034,1.4215,0.6688,0.6842,0.6542
random,BABA,2020-01-13,2019_pre_covid,True,True,0.6357,0.004,10,stop_hit,-9.7718,1.0183,12.8097,-0.9999,-1.0,-1.0
random,BABA,2020-03-12,2020_covid,True,False,1.3,0.8849,3,stop_hit,-3.0,5.0885,6.4343,-0.6284,-0.4582,-0.5841
random,BABA,2020-03-30,2020_covid,True,False,1.6389,1.0,11,target_hit,8.0,10.9292,1.3015,0.1727,0.3412,0.2469
random,BABA,2020-05-05,2020_covid,False,False,0.8833,0.7103,10,target_hit,8.0,9.7209,1.1967,1.046,1.063,1.0047
random,BABA,2020-06-11,2020_covid,True,False,0.9091,0.7659,12,trailing_ema_exit,-1.0505,5.9771,2.4082,-0.5983,-0.5652,-0.6552
random,BABA,2020-08-14,2020_covid,True,True,0.8442,0.373,7,target_hit,8.0,8.4074,2.1155,1.3212,1.3292,1.2638
random,BABA,2020-09-28,2020_covid,True,True,0.8344,0.3532,8,target_hit,8.0,8.7032,0.4831,1.3242,1.3289,1.2683
random,BABA,2020-11-05,2020_covid,True,False,1.1157,0.8452,1,stop_hit,-3.0,0.7472,3.2827,-0.4974,-0.3618,-0.5005
random,BABA,2020-12-02,2020_covid,True,False,1.453,0.9405,15,max_hold,-2.355,3.5496,3.7023,-0.8471,-0.7415,-0.8085
random,BABA,2021-01-26,2021_bull,True,False,1.5498,0.996,15,max_hold,2.6156,3.9765,4.3594,-0.5806,-0.4391,-0.5208
random,BABA,2021-03-02,2021_bull,False,True,0.7165,0.381,3,stop_hit,-3.0,1.0093,4.3678,-0.4049,-0.4711,-0.5958
random,BABA,2021-03-30,2021_bull,False,False,0.8761,0.6071,15,stop_hit,0.0,7.1618,3.4675,-0.6037,-0.5855,-0.6604
random,BABA,2021-05-25,2021_bull,False,True,0.8326,0.2143,15,max_hold,-1.3015,4.8395,1.4988,-0.7411,-0.7369,-0.8026
random,BABA,2021-06-24,2021_bull,False,True,0.5224,0.0238,8,trailing_ema_exit,-2.484,6.4058,3.5103,-0.5732,-0.7598,-0.8396
random,BABA,2021-08-13,2021_bull,False,False,1.202,0.6905,3,stop_hit,-3.9636,0.3446,8.1968,-0.6557,-0.5138,-0.6355
random,BABA,2021-09-08,2021_bull,False,False,1.3553,0.8413,6,stop_hit,-10.0,0.0689,11.6671,-0.9218,-0.8255,-0.895
random,BABA,2021-10-04,2021_bull,False,False,0.9863,0.4603,4,target_hit,8.0,11.7078,2.3077,1.011,1.0737,0.9753
random,BABA,2021-10-19,2021_bull,False,False,1.0642,0.6825,7,trailing_ema_exit,-0.8031,6.735,1.9109,-0.4508,-0.3491,-0.469
random,BABA,2021-11-22,2021_bull,False,False,1.1397,0.8889,1,stop_hit,-3.0,0.5718,3.3524,-0.4635,-0.3155,-0.4586
random,BABA,2022-03-30,2022_bear,False,False,1.6562,0.9802,7,stop_hit,-10.0,3.9484,11.1909,-0.8025,-0.5999,-0.7128
random,BABA,2022-05-23,2022_bear,False,False,0.8335,0.873,4,target_hit,8.0,9.2235,6.8803,0.4492,0.4585,0.3216
random,BABA,2022-07-25,2022_bear,False,True,0.5733,0.4008,5,stop_hit,-10.0,4.7264,11.3333,-0.6659,-0.8046,-0.8798
random,BABA,2022-08-31,2022_bear,False,True,0.6368,0.1349,12,stop_hit,-10.0,2.0277,11.6284,-0.9184,-0.9552,-0.9803
random,BABA,2022-10-20,2022_bear,False,True,0.8667,0.2183,3,stop_hit,-10.0,4.6648,18.9805,-0.811,-0.7936,-0.8733
random,BABA,2022-11-03,2022_bear,False,False,1.312,0.7659,2,target_hit,8.0,12.9612,0.0315,0.3012,0.5049,0.3568
random,BABA,2022-12-22,2022_bear,False,True,0.9703,0.4286,8,target_hit,8.0,17.3327,3.9964,0.4048,0.4686,0.3587
random,BABA,2023-02-10,2023_24_recov,True,True,0.6118,0.0079,7,stop_hit,-10.0,0.7939,10.4915,-0.8475,-0.9164,-0.9583
random,BABA,2023-03-07,2023_24_recov,False,True,0.6178,0.0079,7,stop_hit,-10.0,0.5921,10.4669,-0.8753,-0.9338,-0.9694
random,BABA,2023-04-04,2023_24_recov,True,False,1.1118,0.5556,13,stop_hit,-10.0,4.3461,10.754,-0.9595,-0.9243,-0.9605
random,BABA,2023-05-16,2023_24_recov,False,True,0.8751,0.1667,8,stop_hit,-10.0,4.9592,10.3203,-0.933,-0.9224,-0.962
random,BABA,2023-06-09,2023_24_recov,False,False,1.0739,0.4444,6,target_hit,8.0,9.5631,1.1562,0.6269,0.723,0.6134
random,BABA,2023-07-13,2023_24_recov,True,True,0.9014,0.2778,15,stop_hit,0.0,7.8607,5.1352,-0.6125,-0.5871,-0.6619
random,BABA,2023-08-15,2023_24_recov,True,False,1.0716,0.5119,15,max_hold,1.7742,3.957,6.6021,-0.4701,-0.4038,-0.4802
random,BABA,2023-09-29,2023_24_recov,False,True,0.788,0.0317,15,max_hold,-6.507,1.7253,7.0741,-0.9835,-0.9856,-0.9963
